,ID,Age,Marital_Status,Has_Child,Education,Income,Spending,Accepted_Cmp,Response,KMeans,Predicted_Response,Rounded_Prediction,Prediction_Error,Monetary_Rank,Frequency_Rank,Recency_Rank
1066,3005,30,Single,0,1,83528.0,1650,1,1,1,0.5344865381481014,1,0,92.6261026916987,88.28054298642533,92.67349260523322
1067,2223,57,Single,1,2,64176.0,1826,0,0,2,0.2534290450092843,0,0,95.8154263741235,96.0633484162896,47.41751990898749
1068,4817,66,Single,0,1,22304.0,18,0,0,3,0.1533139175724922,0,0,3.1214657317349017,3.4389140271493215,8.486916951080774
1069,2875,44,Together,0,1,67023.0,906,0,0,2,0.08846621257069101,0,0,69.23772902058359,91.4027149321267,6.234357224118316
1070,10536,51,Together,1,4,32892.0,46,0,0,0,0.06354460674308832,0,0,15.720425243157656,27.669683257918553,21.319681456200225
1071,11112,56,Together,1,1,70713.0,1477,0,0,2,0.07281220468758096,0,0,88.37367111513232,77.0135746606335,77.06484641638225
1072,3807,67,Together,1,1,59925.0,766,0,0,2,-0.0007635376843915243,0,0,64.19362135263515,80.85972850678733,16.109215017064844
1073,9197,69,Together,1,1,39722.0,47,0,0,0,-0.044795509797368016,0,0,16.331146799366657,19.366515837104075,7.394766780432309
1074,10832,64,Together,0,1,46610.0,467,0,0,0,0.052961016631107444,0,0,54.12802533363492,52.307692307692314,95.17633674630261
1075,6421,61,Together,0,1,88347.0,2116,1,0,1,0.4313930852428449,0,0,98.89165347206514,80.85972850678733,66.80318543799773
1076,4207,41,Together,0,4,87171.0,1298,1,0,1,0.43862789157897275,0,0,83.82718841890974,94.00452488687783,72.53697383390217
1077,577,46,Together,1,2,26907.0,22,0,0,3,0.03168816297965321,0,0,4.908391766568649,10.79185520361991,89.57906712172924
1078,10855,54,Single,1,3,50014.0,396,0,0,0,0.14723802883900675,0,0,50.03392897534494,52.307692307692314,90.71672354948805
1079,3081,44,Together,1,4,41014.0,20,0,0,0,0.053689318713639134,0,0,3.822664555530423,3.4389140271493215,34.106939704209324
1080,3535,57,Single,0,1,66294.0,967,0,0,2,0.18545328453064738,0,0,71.56751866093643,49.20814479638009,31.35381114903299
1081,247,51,Together,1,1,36715.0,357,0,1,0,0.01986945512667035,0,1,48.45057679258086,52.307692307692314,83.4584755403868
1082,8707,66,Together,0,1,79456.0,1401,0,1,1,0.09105398144676291,0,1,86.8355575661615,60.18099547511312,87.30375426621161
1083,9523,40,Together,1,1,40479.0,15,0,0,0,-0.011896780730134005,0,0,1.6059714996607102,3.4389140271493215,4.163822525597269
1084,6072,52,Single,0,3,75345.0,2087,1,1,1,0.6188923236964401,1,0,98.52974440171907,77.0135746606335,83.4584755403868
1085,6295,45,Together,1,1,54233.0,981,0,0,2,0.06370544167506628,0,0,72.449672019905,88.28054298642533,54.28896473265073
1086,10914,52,Single,1,1,24163.0,17,0,0,3,0.11059507672413993,0,0,2.6238407600090476,10.79185520361991,96.38225255972696
1087,1509,64,Together,0,4,84460.0,523,1,1,1,0.3260711962320726,0,1,56.276860438814744,88.28054298642533,19.340159271899886
1088,5577,39,Together,1,1,43776.0,23,0,0,0,-0.016210523293610835,0,0,5.564351956570912,3.4389140271493215,22.48009101251422
1089,7348,64,Single,0,4,71691.0,1192,0,1,2,0.26239079808909926,0,1,80.86405790545126,64.27601809954751,100.0
1090,1127,49,Together,0,4,85844.0,1958,1,0,1,0.5055146112080633,1,1,97.60235240895724,77.0135746606335,37.31513083048919
1091,1833,48,Single,1,4,39190.0,133,0,0,0,0.17053462445535064,0,0,35.21827640805248,34.7737556561086,8.486916951080774
1092,4944,63,Together,0,1,71367.0,777,0,0,2,0.040340538621295885,0,0,64.57814973987786,64.27601809954751,75.83617747440273
1093,9080,50,Single,1,4,38578.0,73,0,0,0,0.1623294924553963,0,0,26.509839402850034,27.669683257918553,97.63367463026165
1094,6466,57,Together,1,4,57236.0,121,0,0,2,0.015949939207900804,0,0,34.019452612531104,34.7737556561086,77.95221843003412
1095,9964,43,Single,1,1,61825.0,424,0,0,2,0.09388612218784964,0,0,51.888712960868574,56.15384615384615,42.86689419795222
1096,4790,64,Single,1,1,79803.0,868,0,0,1,0.08102525139124978,0,0,67.67699615471614,49.20814479638009,45.34698521046644
1097,10245,36,Single,0,2,80910.0,756,0,0,1,0.18391278902249386,0,0,63.87695091608233,56.15384615384615,28.623435722411834
1098,1109,40,Together,1,3,27590.0,12,0,0,3,0.06084408161481544,0,0,0.9273919927618186,3.4389140271493215,61.2514220705347
1099,6001,43,Together,1,1,56775.0,937,0,0,2,0.05630919942536372,0,0,70.48179144989821,91.4027149321267,37.31513083048919
1100,5538,47,Single,0,1,83829.0,1862,1,1,1,0.5356110013311135,1,0,96.1999547613662,68.4841628959276,21.319681456200225
1101,10552,43,Together,1,2,54210.0,367,0,0,2,0.020610513955038545,0,0,48.83510517982357,49.20814479638009,81.68373151308305
1102,1545,36,Together,1,1,38508.0,443,0,0,0,0.04572427219421152,0,0,52.86134358742366,56.15384615384615,4.163822525597269
1103,7409,52,Together,1,1,53187.0,267,0,0,2,-0.024263099413063094,0,0,44.01719068084144,46.06334841628959,33.06029579067122
1104,4444,50,Together,1,1,30023.0,61,0,0,3,0.0009135421236212138,0,0,22.03121465731735,19.366515837104075,71.39931740614335
1105,146,62,Single,0,4,76045.0,1323,1,0,1,0.5416438920185618,1,1,84.52838724270528,80.85972850678733,21.319681456200225
1106,6271,70,Together,1,4,50870.0,63,0,0,0,0.004946893631141758,0,0,22.86812938249265,19.366515837104075,86.1433447098976
1107,10065,52,Together,0,2,15315.0,64,0,0,3,0.1088189730186434,0,0,23.297896403528615,27.669683257918553,72.53697383390217
1108,4741,48,Together,1,2,65463.0,562,1,0,2,0.2842680749463664,0,0,57.47568423433612,68.4841628959276,82.54835039817975
1109,246,57,Together,1,1,66480.0,312,0,0,2,-0.0520538046624176,0,0,46.59579280705723,49.20814479638009,28.623435722411834
1110,375,68,Single,0,1,76773.0,1156,0,0,1,0.17167846390534422,0,0,79.1449898213074,60.18099547511312,20.341296928327644
1111,1524,39,Single,0,2,81698.0,1104,1,1,1,0.4882499624404434,0,1,77.31282515268039,60.18099547511312,98.81683731513084
1112,10022,49,Single,1,4,54466.0,16,0,0,2,0.1257133401277575,0,0,2.0809771544899345,3.4389140271493215,21.319681456200225
1113,7451,62,Single,0,3,98777.0,2008,1,0,1,0.5504187597789965,1,1,97.87378421171681,77.0135746606335,77.06484641638225
1114,11010,38,Single,1,4,16269.0,44,0,0,3,0.21896945064614526,0,0,14.431124180049762,27.669683257918553,24.27758816837315
1115,4356,51,Together,1,1,71819.0,1574,1,0,2,0.3585818588785302,0,0,90.83917665686496,46.06334841628959,29.692832764505116
1116,3885,39,Together,1,4,33569.0,63,1,1,0,0.3502816057099227,0,1,22.86812938249265,10.79185520361991,89.57906712172924
1117,1175,39,Together,0,3,36262.0,426,1,1,0,0.4195621374787743,0,1,52.06966749604162,46.06334841628959,75.83617747440273
1118,880,56,Together,0,0,22634.0,96,0,0,3,0.04515135849088919,0,0,31.259895951142276,19.366515837104075,53.15130830489192
1119,2320,44,Together,1,2,47025.0,635,0,0,0,0.06388367957971397,0,0,59.94118977606876,72.78280542986425,1.2969283276450512
1120,850,54,Single,1,1,70566.0,757,0,0,2,0.09986247532958137,0,0,63.9221895498756,80.85972850678733,95.17633674630261
1121,4713,43,Together,1,4,31605.0,125,0,0,3,0.08552988346190935,0,0,34.49445826736033,34.7737556561086,84.30034129692832
1122,675,49,Single,1,3,52034.0,332,0,0,0,0.1425440766294711,0,0,47.81723591947523,46.06334841628959,32.3094425483504
1123,5025,43,Single,1,1,48526.0,135,0,0,0,0.08749938171142846,0,0,35.48970821081203,34.7737556561086,66.80318543799773
1124,2308,68,Together,1,1,46734.0,330,0,0,0,-0.02532353090660655,0,0,47.681520018095455,49.20814479638009,59.29465301478953
1125,5995,60,Single,1,1,39552.0,384,0,1,0,0.11118664929882663,0,1,49.536304003619094,52.307692307692314,45.34698521046644
1126,6749,56,Single,1,1,86358.0,1722,0,0,1,0.1752478051418478,0,0,94.09635828997965,56.15384615384615,21.319681456200225
1127,1010,45,Together,1,1,46931.0,78,0,0,0,-0.02409789403064938,0,0,27.663424564578147,19.366515837104075,5.164960182025029
1128,8977,37,Single,0,0,16581.0,24,0,0,3,0.17957752745932992,0,0,5.948880343813617,3.4389140271493215,48.532423208191126
1129,4756,70,Single,0,2,63998.0,1168,0,1,2,0.21949539099695534,0,1,79.64261479303325,94.00452488687783,57.588168373151305
1130,3412,71,Together,1,3,67381.0,957,1,0,2,0.31882280443517597,0,0,71.06989368921059,52.307692307692314,32.3094425483504
1131,606,55,Single,1,1,25930.0,15,0,0,3,0.10293505277506032,0,0,1.6059714996607102,3.4389140271493215,12.013651877133105
1132,5961,44,Together,1,1,42693.0,57,0,0,0,-0.016770226106735897,0,0,20.696674960416196,10.79185520361991,70.21615472127417
1133,2975,46,Together,1,1,85606.0,1956,1,0,1,0.38109005482753894,0,0,97.39877855688758,88.28054298642533,10.261660978384528
1134,2894,37,Single,0,1,72903.0,2013,1,1,1,0.5874662025304196,1,0,97.98688079619996,80.85972850678733,25.233219567690558
1135,7613,48,Together,1,2,49669.0,326,0,0,0,0.01840662907418872,0,0,47.61366206740556,49.20814479638009,2.2525597269624575
1136,10542,54,Together,1,4,36778.0,77,0,0,0,0.05542450103405083,0,0,27.391992761818596,27.669683257918553,36.35949943117179
1137,8015,60,Single,0,4,85696.0,1313,0,1,1,0.2535969940750236,0,1,84.07600090477267,77.0135746606335,11.080773606370876
1138,10617,33,Single,0,3,10979.0,30,0,0,3,0.26792231387796533,0,0,8.1429540827867,27.669683257918553,65.02844141069397
1139,11166,61,Together,1,1,49678.0,315,0,0,0,-0.023676162268676804,0,0,46.776747342230266,49.20814479638009,18.11149032992036
1140,849,69,Together,1,3,56129.0,660,0,0,2,0.03967810157517229,0,0,60.80072381814069,72.78280542986425,34.106939704209324
1141,523,33,Together,1,1,37155.0,74,0,0,0,0.010547322772080092,0,0,26.645555304229813,27.669683257918553,48.532423208191126
1142,4066,44,Single,1,2,21282.0,46,0,0,3,0.15384986716715,0,0,15.720425243157656,19.366515837104075,23.48122866894198
1143,8414,60,Single,1,4,33419.0,86,0,0,0,0.16090986863951143,0,0,29.314634698032123,27.669683257918553,23.48122866894198
1144,819,77,Single,0,1,63285.0,1103,0,0,2,0.18059380073063377,0,0,77.2449672019905,94.00452488687783,15.108077360637088
1145,4961,48,Together,1,3,21255.0,61,0,0,3,0.0684532860805066,0,0,22.03121465731735,34.7737556561086,42.86689419795222
1146,749,41,Together,1,1,42162.0,145,1,1,0,0.26860058147483623,0,1,36.46233883736711,34.7737556561086,67.6905574516496
1147,5430,66,Together,1,1,54450.0,684,0,0,2,0.0021060102531939018,0,0,61.5697805926261,77.0135746606335,100.0
1148,7755,68,Together,1,4,57744.0,411,0,0,2,0.0333647969991161,0,0,51.1422755032798,56.15384615384615,8.486916951080774
1149,10525,36,Single,1,1,26576.0,27,1,1,3,0.39834499808315427,0,1,7.011988237955213,3.4389140271493215,59.29465301478953
1150,1453,79,Single,0,4,57513.0,1060,0,0,2,0.25585924067896226,0,0,75.36756389957023,96.0633484162896,40.02275312855518
1151,8310,58,Together,1,1,68142.0,1459,0,0,2,0.07324419975166496,0,0,88.03438136168288,84.68325791855203,3.23094425483504
1152,10710,43,Together,1,1,7500.0,18,0,0,3,0.04983628494453657,0,0,3.1214657317349017,3.4389140271493215,38.225255972696246
1153,5031,48,Together,0,1,83145.0,1833,1,1,1,0.426691367487897,0,1,95.95114227550327,96.0633484162896,85.0967007963595
1154,2613,62,Together,1,3,54197.0,237,0,0,2,0.004776860732690236,0,0,42.365980547387466,43.09954751131222,83.4584755403868
1155,213,59,Single,1,4,23091.0,48,0,0,3,0.1783756472292184,0,0,16.851391087989143,27.669683257918553,1.2969283276450512
1156,967,46,Together,1,1,46049.0,515,0,1,0,0.025829709327107542,0,1,56.005428636055186,64.27601809954751,88.41865756541524
1157,1077,48,Together,0,1,56715.0,1020,0,0,2,0.11655126956979989,0,0,73.8973083012893,56.15384615384615,47.41751990898749
1158,7959,61,Together,0,1,79410.0,1370,0,0,1,0.09418983002552556,0,0,85.72721103822664,43.09954751131222,80.70534698521047
1159,640,71,Together,1,1,57304.0,1026,0,0,2,0.028629631051683008,0,0,74.10088215335897,91.4027149321267,38.225255972696246
1160,4252,57,Together,1,1,44375.0,301,0,0,0,-0.00951276585451033,0,0,45.91721330015833,46.06334841628959,26.27986348122867
1161,8432,66,Together,1,1,54450.0,684,0,0,2,0.0021060102531939018,0,0,61.5697805926261,77.0135746606335,100.0
1162,6218,57,Together,1,1,59594.0,499,1,0,2,0.25318405455941884,0,0,55.50780366432934,64.27601809954751,25.233219567690558
1163,6905,28,Together,0,1,80685.0,1004,0,0,1,0.09348040144495795,0,0,73.35444469577018,80.85972850678733,44.16382252559727
1164,5922,48,Together,1,4,40344.0,218,0,0,0,0.07219614529502777,0,0,41.21239538565935,43.09954751131222,52.104664391353815
1165,3598,50,Together,1,1,62710.0,606,0,0,2,-0.002111761580803506,0,0,59.08165573399683,72.78280542986425,46.50739476678043
1166,6116,54,Together,1,2,48985.0,75,0,0,0,-0.016531682972971695,0,0,26.84912915629948,19.366515837104075,86.1433447098976
1167,6263,54,Together,1,1,35322.0,106,0,0,0,-0.009731084860903794,0,0,32.798009500113096,27.669683257918553,65.02844141069397
1168,10486,74,Together,0,1,77142.0,990,0,0,1,0.03860173915840426,0,0,72.78896177335444,64.27601809954751,45.34698521046644
1169,2410,53,Single,0,1,81657.0,1097,0,0,1,0.17498875588003737,0,0,76.88305813164442,60.18099547511312,30.44368600682594
1170,193,26,Together,0,0,14421.0,16,1,0,3,0.36211268803559893,0,0,2.0809771544899345,3.4389140271493215,18.11149032992036
1171,3363,48,Together,0,2,20130.0,34,0,0,3,0.10112801841846042,0,0,9.77154489934404,10.79185520361991,0.40955631399317405
1172,8278,32,Together,0,4,74214.0,1711,0,0,1,0.25244805239904666,0,0,93.96064238859987,60.18099547511312,96.38225255972696
1173,10660,65,Together,1,3,66726.0,438,1,0,2,0.26920859807478326,0,0,52.65776973535399,56.15384615384615,38.225255972696246
1174,8686,43,Together,1,0,23724.0,75,0,0,3,0.00037961896089083735,0,0,26.84912915629948,19.366515837104075,34.106939704209324
1175,1604,62,Together,1,3,47353.0,225,0,0,0,0.016974802341153145,0,0,41.61954308979869,43.09954751131222,6.234357224118316
1176,5907,70,Together,1,3,33444.0,18,0,0,0,0.010594217672254547,0,0,3.1214657317349017,3.4389140271493215,75.83617747440273
1177,10669,41,Together,1,1,54386.0,470,0,0,2,0.010774498323467885,0,0,54.35421850260123,60.18099547511312,91.8316268486917
1178,2918,41,Single,1,1,28510.0,91,0,0,3,0.12478729012446477,0,0,30.12893010631079,27.669683257918553,27.349260523321956
1179,5735,31,Single,0,3,90638.0,2525,1,0,1,0.6657373645306202,1,1,100.0,68.4841628959276,70.21615472127417
1180,359,72,Together,1,1,48070.0,504,0,0,0,-0.013508375878263812,0,0,55.64351956570912,64.27601809954751,65.93856655290102
1181,8387,65,Together,1,1,43140.0,235,0,0,0,-0.025030033367528015,0,0,42.139787378421175,43.09954751131222,31.35381114903299
1182,1829,61,Single,1,4,54959.0,1232,1,1,2,0.5171385188608209,1,0,82.15335896855916,72.78280542986425,44.16382252559727
1183,3839,64,Single,1,0,15056.0,88,0,0,3,0.09716763807850592,0,0,29.563447183895047,34.7737556561086,23.48122866894198
1184,9392,51,Single,1,1,26954.0,17,0,0,3,0.10637762254382185,0,0,2.6238407600090476,3.4389140271493215,82.54835039817975
1185,2292,37,Single,1,1,22327.0,24,0,0,3,0.13469142571984705,0,0,5.948880343813617,10.79185520361991,5.164960182025029
1186,10466,57,Together,1,1,44393.0,60,0,0,0,-0.0368424176283596,0,0,21.691924903867903,19.366515837104075,13.174061433447099
1187,9855,70,Single,1,4,62000.0,1020,1,0,2,0.4673816195235341,0,0,73.8973083012893,96.0633484162896,74.65301478953356
1188,4088,60,Together,1,4,31497.0,155,0,0,3,0.06685245312235202,0,0,37.073060393576114,38.755656108597286,77.95221843003412
1189,5231,48,Together,1,2,45894.0,51,0,0,0,-0.005260241017350564,0,0,18.118072834200408,10.79185520361991,84.30034129692832
1190,590,52,Single,0,3,78579.0,1812,0,1,1,0.310922278219251,0,1,95.54399457136394,60.18099547511312,64.11831626848692
1191,8732,53,Single,1,3,67369.0,1461,1,1,2,0.5052052908380542,1,0,88.10223931237276,84.68325791855203,18.11149032992036
1192,2315,62,Single,1,1,58401.0,96,0,0,2,0.03861037170276277,0,0,31.259895951142276,19.366515837104075,44.16382252559727
1193,3515,70,Single,1,1,62307.0,160,0,0,2,0.027632425866032956,0,0,37.48020809771545,38.755656108597286,5.164960182025029
1194,2245,53,Together,1,3,43641.0,139,0,0,0,0.02638800901347893,0,0,36.03257181633115,34.7737556561086,49.670079635949946
1195,6283,54,Single,1,3,63841.0,908,0,0,2,0.1778343179436095,0,0,69.48654150644651,84.68325791855203,35.31285551763367
1196,2246,57,Together,1,2,46891.0,183,0,0,0,-0.004085781067828975,0,0,39.17665686496268,34.7737556561086,8.486916951080774
1197,6606,53,Together,1,3,70091.0,1161,1,0,2,0.36015838707330405,0,0,79.46166025786022,68.4841628959276,88.41865756541524
1198,5545,50,Together,0,4,78075.0,988,0,0,1,0.13931790737208885,0,0,72.65324587197468,52.307692307692314,27.349260523321956
1199,7342,61,Single,1,2,59184.0,1072,0,0,2,0.17268018312033812,0,0,75.91042750508934,94.00452488687783,93.42434584755404
1200,837,45,Together,1,1,54809.0,174,0,0,2,-0.028830780645794085,0,0,38.52069667496041,38.755656108597286,100.0
1201,9500,63,Together,1,1,58113.0,758,0,0,2,0.007164208858439602,0,0,63.99004750056548,77.0135746606335,33.06029579067122
1202,3602,64,Together,1,3,51412.0,195,0,0,0,0.0029146846635917933,0,0,40.05881022393123,40.88235294117647,57.588168373151305
1203,234,43,Single,1,1,15287.0,31,1,1,3,0.4119820890741581,0,1,8.617959737615925,10.79185520361991,39.203640500568824
1204,2995,65,Together,0,3,66636.0,1084,0,0,2,0.1294078073234228,0,0,76.27233657543542,64.27601809954751,35.31285551763367
1205,1118,66,Together,1,3,50965.0,685,1,0,0,0.3270912701052798,0,0,61.682877177109255,77.0135746606335,12.013651877133105
1206,7789,57,Together,0,4,84618.0,1672,1,0,1,0.465063834661559,0,0,93.0784890296313,96.0633484162896,3.23094425483504
1207,3068,32,Together,0,1,18351.0,43,0,0,3,0.10287439581873137,0,0,13.775163990047501,19.366515837104075,98.81683731513084
1208,8955,65,Together,1,4,40451.0,49,1,0,0,0.30097481997903525,0,0,17.416874010404886,10.79185520361991,45.34698521046644
1209,945,57,Together,1,1,36317.0,133,0,0,0,-0.012577548131695315,0,0,35.21827640805248,34.7737556561086,46.50739476678043
1210,5644,65,Together,1,1,42213.0,363,1,0,0,0.26172197196217944,0,0,48.72200859534042,52.307692307692314,3.23094425483504
1211,7192,67,Together,1,1,65748.0,545,0,0,2,-0.03732699686036284,0,0,57.02329789640353,64.27601809954751,40.659840728100114
1212,2324,50,Together,1,1,77044.0,1065,1,0,1,0.29189717473698307,0,0,75.66161501922643,99.61538461538461,87.30375426621161
1213,697,53,Together,0,1,74918.0,2047,1,0,1,0.46066845771120124,0,0,98.16783533137298,80.85972850678733,21.319681456200225
1214,3439,50,Together,1,1,56721.0,296,0,0,2,-0.025356874782012206,0,0,45.66840081429541,43.09954751131222,35.31285551763367
1215,1506,47,Single,1,1,42160.0,140,0,1,0,0.09543131661362164,0,1,36.145668400814294,34.7737556561086,73.62912400455063
1216,232,57,Single,1,1,61559.0,530,0,0,2,0.08806224759532089,0,0,56.57091155847094,64.27601809954751,91.8316268486917
1217,8876,59,Together,1,4,33629.0,152,0,0,0,0.06360062378482698,0,0,36.91472517529971,38.755656108597286,50.83048919226394
1218,4500,31,Together,0,4,68682.0,1598,0,0,2,0.25191966312573466,0,0,91.49513684686723,91.4027149321267,42.86689419795222
1219,9739,59,Single,1,1,34377.0,114,0,0,0,0.09217035819624717,0,0,33.31825378873558,27.669683257918553,44.16382252559727
1220,10395,36,Single,1,0,8940.0,101,0,0,3,0.1474660650644476,0,0,32.00633340873106,34.7737556561086,74.65301478953356
1221,1176,49,Together,1,1,26228.0,25,0,0,3,0.005664894365351392,0,0,6.356028047952952,3.4389140271493215,49.670079635949946
1222,1627,65,Single,0,2,77297.0,789,1,0,1,0.4272039932830434,0,0,64.84958154263741,84.68325791855203,15.108077360637088
1223,938,41,Together,1,1,40211.0,87,1,0,0,0.26589655199547757,0,0,29.427731282515268,19.366515837104075,68.82821387940842
1224,2740,64,Single,1,4,33438.0,90,0,0,0,0.15608078459753433,0,0,29.92535625424112,34.7737556561086,18.11149032992036
1225,257,63,Together,1,4,75032.0,1215,0,0,1,0.09673082284769419,0,0,81.67835331372993,72.78280542986425,25.233219567690558
1226,4058,67,Single,0,4,61284.0,811,1,0,2,0.5063421472538188,1,1,65.79959285229586,84.68325791855203,23.48122866894198
1227,7736,36,Together,1,1,22518.0,61,1,1,3,0.3045548326848167,0,1,22.03121465731735,19.366515837104075,63.321956769055745
1228,8210,47,Together,1,3,54730.0,405,0,0,2,0.042414310366841124,0,0,50.712508482243834,52.307692307692314,35.31285551763367
1229,833,67,Together,1,3,38452.0,72,0,0,0,0.01072310295798995,0,0,26.23840760009048,27.669683257918553,37.31513083048919
1230,6230,51,Single,1,1,44421.0,189,0,0,0,0.09125754268155811,0,0,39.74213978737842,40.88235294117647,46.50739476678043
1231,7325,36,Together,1,4,38197.0,40,0,0,0,0.0720233724612131,0,0,12.350147025559828,10.79185520361991,13.174061433447099
1232,1307,44,Single,1,1,41986.0,63,0,0,0,0.09098884222396311,0,0,22.86812938249265,34.7737556561086,84.30034129692832
1233,1502,39,Together,1,1,28427.0,52,0,0,3,0.01747797595240244,0,0,18.389504636959963,19.366515837104075,32.3094425483504
1234,6211,46,Together,1,4,37395.0,39,0,0,0,0.06038761550002972,0,0,12.033476589007012,10.79185520361991,53.15130830489192
1235,843,51,Together,1,1,64722.0,805,0,0,2,0.015129007308582576,0,0,65.66387695091608,84.68325791855203,53.15130830489192
1236,4174,66,Together,1,3,55249.0,130,0,0,2,-0.014669541365246175,0,0,34.87898665460303,34.7737556561086,18.11149032992036
1237,9757,50,Together,0,1,84906.0,1631,1,0,1,0.39770372432624396,0,0,92.19633567066275,91.4027149321267,1.2969283276450512
1238,6918,33,Together,1,1,28691.0,34,0,0,3,0.022783164458805988,0,0,9.77154489934404,10.79185520361991,42.86689419795222
1239,286,70,Single,1,1,44213.0,152,0,0,0,0.06256801036836229,0,0,36.91472517529971,38.755656108597286,52.104664391353815
1240,11086,38,Single,1,0,25707.0,21,0,0,3,0.10257057391971677,0,0,4.320289527256277,10.79185520361991,81.68373151308305
1241,1921,55,Together,1,4,59062.0,71,0,0,2,0.00929247130470423,0,0,25.876498529744403,19.366515837104075,25.233219567690558
1242,4138,60,Single,1,1,76624.0,899,1,0,1,0.3664970542949981,0,0,68.7174847319611,88.28054298642533,31.35381114903299
1243,7718,75,Together,0,3,66000.0,711,0,0,2,0.07531307619323394,0,0,62.38407600090478,40.88235294117647,63.321956769055745
1244,1291,44,Together,1,4,27683.0,351,0,0,3,0.11758288573988782,0,0,48.314860891201086,49.20814479638009,9.351535836177474
1245,6862,51,Single,0,1,1730.0,8,0,0,3,0.2126022444909447,0,0,0.24881248586292692,0.1583710407239819,34.106939704209324
1246,4136,30,Single,1,0,7500.0,119,0,0,3,0.1602237437617165,0,0,33.657543542185024,34.7737556561086,36.35949943117179
1247,803,54,Together,1,1,40521.0,21,0,0,0,-0.029656068679554837,0,0,4.320289527256277,3.4389140271493215,17.042093287827075
1248,4298,49,Together,1,4,20427.0,10,0,0,3,0.08678109593605682,0,0,0.5428636055191134,3.4389140271493215,36.35949943117179
1249,10833,47,Together,1,1,65106.0,973,1,0,2,0.30905869440625544,0,0,71.95204704817914,94.00452488687783,44.16382252559727
1250,9606,57,Together,0,4,69969.0,1536,1,1,2,0.4786789736792725,0,1,90.00226193168966,49.20814479638009,35.31285551763367
1251,8534,70,Together,1,1,67433.0,992,1,0,2,0.27644540528332323,0,0,72.87943904094097,94.00452488687783,48.532423208191126
1252,5153,55,Together,1,4,77766.0,1529,1,1,1,0.40778491055933386,0,1,89.82130739651663,100.0,2.2525597269624575
1253,961,50,Together,1,1,74716.0,860,0,0,1,0.0028723673685184248,0,0,67.45080298574983,60.18099547511312,7.394766780432309
1254,5011,59,Single,1,1,68118.0,928,0,0,2,0.11752231530005974,0,0,70.11988237955214,84.68325791855203,48.532423208191126
1255,6653,52,Together,1,4,55158.0,418,0,1,2,0.060257903069791896,0,1,51.70775842569555,56.15384615384615,27.349260523321956
1256,9094,67,Together,1,2,62972.0,587,0,1,2,-0.0032968263715691393,0,1,58.51617281158109,56.15384615384615,60.27303754266211
1257,810,47,Together,1,1,74190.0,641,0,0,1,-0.016954785460258637,0,0,60.2804795295182,68.4841628959276,50.83048919226394
1258,5493,46,Together,1,1,39356.0,23,1,0,0,0.2537864105029598,0,0,5.564351956570912,3.4389140271493215,78.72582480091013
1259,2147,53,Together,0,1,76653.0,2279,1,0,1,0.48350639096564096,0,0,99.52499434517078,88.28054298642533,8.486916951080774
1260,5107,49,Single,1,4,35860.0,49,1,0,0,0.4367258552664438,0,0,17.416874010404886,10.79185520361991,62.36632536973834
1261,3979,39,Single,0,4,90687.0,1779,1,1,1,0.5944392559655947,1,0,95.0463695996381,64.27601809954751,1.2969283276450512
1262,6049,40,Together,0,3,73450.0,1804,1,0,1,0.5006497154343071,1,1,95.4308979868808,97.48868778280543,14.175199089874857
1263,8147,62,Together,1,1,31454.0,48,0,0,3,-0.019126733631876836,0,0,16.851391087989143,19.366515837104075,59.29465301478953
1264,1857,70,Single,1,1,47139.0,83,0,1,0,0.04895756189116479,0,1,28.794390409409637,19.366515837104075,97.63367463026165
1265,3910,47,Single,0,1,83829.0,1862,1,1,1,0.5356110013311135,1,0,96.1999547613662,68.4841628959276,21.319681456200225
1266,5207,59,Together,1,4,53378.0,793,0,1,2,0.09707593289763505,0,1,65.03053607781045,77.0135746606335,58.38452787258248
1267,11114,52,Together,1,1,19656.0,84,0,0,3,0.021431667889362266,0,0,28.975344944582677,27.669683257918553,5.164960182025029
1268,5429,74,Together,1,4,45579.0,183,0,0,0,0.023773514434270393,0,0,39.17665686496268,40.88235294117647,89.57906712172924
1269,9400,64,Single,0,2,85485.0,1383,0,0,1,0.20914884325010963,0,0,86.42840986202216,72.78280542986425,26.27986348122867
1270,1740,78,Together,0,1,55956.0,999,1,0,2,0.3467623284014153,0,0,73.060393576114,56.15384615384615,77.95221843003412
1271,7488,59,Single,1,3,64191.0,825,0,0,2,0.16118543607482946,0,0,66.50079167609138,84.68325791855203,68.82821387940842
1272,195,50,Single,1,1,38808.0,246,1,1,0,0.38056198459581314,0,1,42.75050893463017,43.09954751131222,78.72582480091013
1273,635,56,Together,1,3,57183.0,610,0,0,2,0.04897211999224382,0,0,59.35308753675639,68.4841628959276,48.532423208191126
1274,7527,54,Single,1,3,23748.0,76,0,0,3,0.1630262026924257,0,0,27.143180275955665,27.669683257918553,2.2525597269624575
1275,10319,51,Together,1,1,66303.0,1286,1,0,2,0.3368913689009525,0,0,83.51051798235693,72.78280542986425,42.86689419795222
1276,2296,47,Together,1,3,37368.0,30,1,0,0,0.3047553770298163,0,0,8.1429540827867,3.4389140271493215,95.17633674630261
1277,10637,58,Together,1,1,40800.0,99,0,0,0,-0.026619446118900214,0,0,31.621805021488353,27.669683257918553,22.48009101251422
